1	1	VA	AAD2P	895681	Ἀγαπήσατε	ἀγαπησατε	αγαπησατε	ἀγαπάω				*A)GAPH/SATE	A)GAPA/W
1	1	N1	ASF	13570	δικαιοσύνην	δικαιοσυνην	δικαιοσυνην	δικαιοσύνη			,	DIKAIOSU/NHN	DIKAIOSU/NH
1	1	RA	VPM	10	οἱ	οἱ	οι	ὁ				OI(	O(
1	1	V1	PAPVPM	5088705	κρίνοντες	κρινοντες	κρινοντες	κρίνω				KRI/NONTES	KRI/NW
1	1	RA	ASF	10	τὴν	την	την	ὁ				TH\N	O(
1	1	N1	ASF	13570	γῆν	γην	γην	γῆ			,	GH=N	GH=
1	1	VA	AAD2P	895681	φρονήσατε	φρονησατε	φρονησατε	φρονέω				FRONH/SATE	FRONE/W
1	1	P		8	περὶ	περι	περι	περί				PERI\	PERI/
1	1	RA	GSM	10	τοῦ	του	του	ὁ				TOU=	O(
1	1	N2	GSM	9538	κυρίου	κυριου	κυριου	κύριος				KURI/OU	KU/RIOS
1	1	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	1	N3T	DSF	13698	ἀγαθότητι	ἀγαθοτητι	αγαθοτητι	ἀγαθότης				A)GAQO/THTI	A)GAQO/THS
1	1	C		4	καὶ	και	και	καί				KAI\	KAI/
1	1	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
1	1	N3T	DSF	13698	ἁπλότητι	ἁπλοτητι	απλοτητι	ἁπλότης				A(PLO/THTI	A(PLO/THS
1	1	N1A	GSF	13634	καρδίας	καρδιας	καρδιας	καρδία				KARDI/AS	KARDI/A
1	1	VA	AAD2P	895681	ζητήσατε	ζητησατε	ζητησατε	ζητέω				ZHTH/SATE	ZHTE/W
1	1	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός			.	AU)TO/N	AU)TO/S
1	2	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	2	V1	PMI3S	636033	εὑρίσκεται	εὑρισκεται	ευρισκεται	εὑρίσκω				EU(RI/SKETAI	EU(RI/SKW
1	2	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	2	D		9	μὴ	μη	μη	μή				MH\	MH/
1	2	V1	PAPDPM	5187009	πειράζουσιν	πειραζουσιν	πειραζουσιν	πειράζω				PEIRA/ZOUSIN	PEIRA/ZW
1	2	RD	ASM	11	αὐτόν	αὐτον	αυτον	αὐτός			,	AU)TO/N	AU)TO/S
1	2	V1	PMI3S	636033	ἐμφανίζεται	ἐμφανιζεται	εμφανιζεται	ἐμφανίζω				E)MFANI/ZETAI	E)MFANI/ZW
1	2	X		5	δὲ	δε	δε	δέ				DE\	DE/
1	2	RA	DPM	10	τοῖς	τοις	τοις	ὁ				TOI=S	O(
1	2	D		9	μὴ	μη	μη	μή				MH\	MH/
1	2	V2	PAPDPM	5187009	ἀπιστοῦσιν	ἀπιστουσιν	απιστουσιν	ἀπιστέω				A)PISTOU=SIN	A)PISTE/W
1	2	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός			.	AU)TW=|	AU)TO/S
1	3	A1A	NPM	9859	σκολιοὶ	σκολιοι	σκολιοι	σκολιός				SKOLIOI\	SKOLIO/S
1	3	X		5	γὰρ	γαρ	γαρ	γάρ				GA\R	GA/R
1	3	N2	NPM	9858	λογισμοὶ	λογισμοι	λογισμοι	λογισμός				LOGISMOI\	LOGISMO/S
1	3	V1	PAI3P	894081	χωρίζουσιν	χωριζουσιν	χωριζουσιν	χωρίζω				XWRI/ZOUSIN	XWRI/ZW
1	3	P		8	ἀπὸ	ἀπο	απο	ἀπό				A)PO\	A)PO/
1	3	N2	GSM	9538	θεοῦ	θεου	θεου	θεός			,	QEOU=	QEO/S
1	3	V1	PMPNSF	6895041	δοκιμαζομένη	δοκιμαζομενη	δοκιμαζομενη	δοκιμάζω				DOKIMAZOME/NH	DOKIMA/ZW
1	3	X		5	τε	τε	τε	τε				TE	TE
1	3	RA	NSF	10	ἡ	ἡ	η	ὁ				H(	O(
1	3	N3I	NSF	13442	δύναμις	δυναμις	δυναμις	δύναμις				DU/NAMIS	DU/NAMIS
1	3	V1	PAI3S	631937	ἐλέγχει	ἐλεγχει	ελεγχει	ἐλέγχω				E)LE/GXEI	E)LE/GXW
1	3	RA	APM	10	τοὺς	τους	τους	ὁ				TOU\S	O(
1	3	A3N	APM	9987	ἄφρονας	ἀφρονας	αφρονας	ἄφρων			.	A)/FRONAS	A)/FRWN
1	4	C		4	ὅτι	ὁτι	οτι	ὅτι				O(/TI	O(/TI
1	4	P		8	εἰς	εἰς	εις	εἰς				EI)S	EI)S
1	4	A1B	ASF	13571	κακότεχνον	κακοτεχνον	κακοτεχνον	κακότεχνος				KAKO/TEXNON	KAKO/TEXNOS
1	4	N1	ASF	13570	ψυχὴν	ψυχην	ψυχην	ψυχή				YUXH\N	YUXH/
1	4	D		9	οὐκ	οὐκ	ουκ	οὐ				OU)K	OU)
1	4	VF	FMI3S	637057	εἰσελεύσεται	εἰσελευσεται	εισελευσεται	εἰσέρχομαι				EI)SELEU/SETAI	E)/RXOMAI        EI)S
1	4	N1A	NSF	13442	σοφία	σοφια	σοφια	σοφία				SOFI/A	SOFI/A
1	4	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ				OU)DE\	OU)DE/
1	4	N3I	DSF	13698	κατοικήσει	κατοικησει	κατοικησει	κατοίκησις				KATOIKH/SEI	KATOI/KHSIS
1	4	P		8	ἐν	ἐν	εν	ἐν				E)N	E)N
